left_or_right,WRIST.x,WRIST.y,WRIST.z,THUMB_CMC.x,THUMB_CMC.y,THUMB_CMC.z,THUMB_MCP.x,THUMB_MCP.y,THUMB_MCP.z,THUMB_IP.x,THUMB_IP.y,THUMB_IP.z,THUMB_TIP.x,THUMB_TIP.y,THUMB_TIP.z,INDEX_FINGER_MCP.x,INDEX_FINGER_MCP.y,INDEX_FINGER_MCP.z,INDEX_FINGER_PIP.x,INDEX_FINGER_PIP.y,INDEX_FINGER_PIP.z,INDEX_FINGER_DIP.x,INDEX_FINGER_DIP.y,INDEX_FINGER_DIP.z,INDEX_FINGER_TIP.x,INDEX_FINGER_TIP.y,INDEX_FINGER_TIP.z,MIDDLE_FINGER_MCP.x,MIDDLE_FINGER_MCP.y,MIDDLE_FINGER_MCP.z,MIDDLE_FINGER_PIP.x,MIDDLE_FINGER_PIP.y,MIDDLE_FINGER_PIP.z,MIDDLE_FINGER_DIP.x,MIDDLE_FINGER_DIP.y,MIDDLE_FINGER_DIP.z,MIDDLE_FINGER_TIP.x,MIDDLE_FINGER_TIP.y,MIDDLE_FINGER_TIP.z,RING_FINGER_MCP.x,RING_FINGER_MCP.y,RING_FINGER_MCP.z,RING_FINGER_PIP.x,RING_FINGER_PIP.y,RING_FINGER_PIP.z,RING_FINGER_DIP.x,RING_FINGER_DIP.y,RING_FINGER_DIP.z,RING_FINGER_TIP.x,RING_FINGER_TIP.y,RING_FINGER_TIP.z,PINKY_MCP.x,PINKY_MCP.y,PINKY_MCP.z,PINKY_PIP.x,PINKY_PIP.y,PINKY_PIP.z,PINKY_DIP.x,PINKY_DIP.y,PINKY_DIP.z,PINKY_TIPPINKY_TIP.x,PINKY_TIPPINKY_TIP.y,PINKY_TIPPINKY_TIP.z
Right,0.8615360260009766,0.7871421575546265,-0.00015240117500070482,0.7827407121658325,0.7180999517440796,0.04536241292953491,0.7009176015853882,0.6744007468223572,0.012646258808672428,0.6345160603523254,0.6700611114501953,-0.034830402582883835,0.5817371606826782,0.6790038347244263,-0.0858781635761261,0.7018329501152039,0.59861159324646,-0.08277008682489395,0.6078709363937378,0.5797603130340576,-0.13151952624320984,0.5519746541976929,0.5713120102882385,-0.15524911880493164,0.5016648769378662,0.5598339438438416,-0.17080166935920715,0.7257077693939209,0.636292576789856,-0.12595170736312866,0.6161106824874878,0.6904558539390564,-0.16287603974342346,0.5612184405326843,0.7299901843070984,-0.16034939885139465,0.5199849605560303,0.7508363127708435,-0.16477635502815247,0.7465612292289734,0.6967534422874451,-0.16215991973876953,0.6566419005393982,0.7633777856826782,-0.16174383461475372,0.6705865263938904,0.7914066314697266,-0.10705158114433289,0.6918729543685913,0.7900636196136475,-0.07693618535995483,0.7635393738746643,0.7630479335784912,-0.19914716482162476,0.6950339078903198,0.8061527013778687,-0.17442527413368225,0.7010692358016968,0.8161398768424988,-0.13155603408813477,0.7173636555671692,0.8086771368980408,-0.10774122923612595
Left,0.24509403109550476,0.7436070442199707,-0.00010053758887806907,0.27681460976600647,0.7039822340011597,0.047588981688022614,0.3161133825778961,0.6858173608779907,0.044920578598976135,0.34937894344329834,0.6874486207962036,0.028745707124471664,0.3761502802371979,0.6928523778915405,0.012472066096961498,0.3337211310863495,0.6426010131835938,-0.004292486235499382,0.3830863833427429,0.6391016840934753,-0.009799469262361526,0.412296324968338,0.6360409259796143,-0.008404137566685677,0.4370986223220825,0.629377007484436,-0.009520567022264004,0.3280642628669739,0.6660584807395935,-0.03398958593606949,0.38668909668922424,0.6939550638198853,-0.0308981966227293,0.4192429780960083,0.7129242420196533,-0.02124268189072609,0.44621792435646057,0.7246389389038086,-0.018070293590426445,0.32130253314971924,0.6965932846069336,-0.05836065486073494,0.3609449863433838,0.7428885698318481,-0.034372445195913315,0.3414080739021301,0.7509268522262573,-0.004733648616820574,0.3274955451488495,0.7450568675994873,0.0063673038966953754,0.31464260816574097,0.7308334112167358,-0.08193561434745789,0.3426917493343353,0.7656341791152954,-0.050874948501586914,0.32469096779823303,0.7695169448852539,-0.03191487491130829,0.3105480670928955,0.76250821352005,-0.024465002119541168
Right,0.7108160257339478,0.8398395776748657,-5.5053205869626254e-05,0.6600322723388672,0.8108248710632324,0.045572035014629364,0.6188492774963379,0.780570387840271,0.03594077005982399,0.5867248773574829,0.763739824295044,0.008642792701721191,0.557924747467041,0.7620604634284973,-0.018857501447200775,0.6061639785766602,0.7199404835700989,-0.0048000565730035305,0.5553832054138184,0.6975566148757935,-0.02414502203464508,0.5243840217590332,0.69038987159729,-0.03045710362493992,0.4988553524017334,0.6891077756881714,-0.033875081688165665,0.6190253496170044,0.7262849807739258,-0.03864043951034546,0.5551303625106812,0.7769209146499634,-0.05447087436914444,0.5271291136741638,0.803628146648407,-0.056744761765003204,0.508385181427002,0.8196915984153748,-0.06071813032031059,0.6296257376670837,0.7531611919403076,-0.07035699486732483,0.5827724933624268,0.8233160972595215,-0.05758528783917427,0.6042943596839905,0.8400036692619324,-0.03476409241557121,0.6199618577957153,0.8334931135177612,-0.027175720781087875,0.6393946409225464,0.786675751209259,-0.10023244470357895,0.5997547507286072,0.8415957689285278,-0.07445548474788666,0.612882673740387,0.8520688414573669,-0.05451961234211922,0.6259079575538635,0.8424922227859497,-0.047239627689123154
Left,0.23345553874969482,0.6747918128967285,-0.00011709336104104295,0.2681674063205719,0.624015212059021,0.03307555988430977,0.3147098422050476,0.5924499034881592,0.023769941180944443,0.35362401604652405,0.5914832353591919,0.001597176888026297,0.38339459896087646,0.5954943299293518,-0.018549388274550438,0.3291120231151581,0.5434073209762573,-0.01920911855995655,0.38821107149124146,0.5338634848594666,-0.036063045263290405,0.424702525138855,0.5308887958526611,-0.03775603324174881,0.454662024974823,0.5230897665023804,-0.0379287488758564,0.3236796259880066,0.5729060173034668,-0.04406799376010895,0.38976719975471497,0.6012327671051025,-0.05244670808315277,0.42649590969085693,0.6245365142822266,-0.047145403921604156,0.4559052884578705,0.640187680721283,-0.047489285469055176,0.31816598773002625,0.6096550822257996,-0.06579498201608658,0.35866761207580566,0.6581029295921326,-0.05228635296225548,0.3364390730857849,0.6714872717857361,-0.0201412420719862,0.3192562162876129,0.6688723564147949,-0.006836261600255966,0.3129401206970215,0.650861918926239,-0.08770744502544403,0.34661656618118286,0.68320631980896,-0.06269530206918716,0.3262965679168701,0.6922497153282166,-0.04470887780189514,0.30954715609550476,0.6899571418762207,-0.036445751786231995
Right,0.7532253861427307,0.6966431140899658,-0.000144473509863019,0.6587991714477539,0.5937865376472473,0.06796824932098389,0.5476338863372803,0.5575892925262451,0.029568010941147804,0.45550626516342163,0.5797248482704163,-0.024049537256360054,0.38821470737457275,0.6042642593383789,-0.07193480432033539,0.540215790271759,0.46075209975242615,-0.10837066918611526,0.4200597107410431,0.43288275599479675,-0.14936187863349915,0.3528138995170593,0.4277200698852539,-0.1601307988166809,0.29361066222190857,0.4250331521034241,-0.16943371295928955,0.5627639293670654,0.5245611667633057,-0.16223034262657166,0.42001020908355713,0.5816481709480286,-0.1829794943332672,0.35649365186691284,0.625750720500946,-0.1667170226573944,0.31443074345588684,0.6525116562843323,-0.16859903931617737,0.5837117433547974,0.6092625260353088,-0.2040191888809204,0.4704428017139435,0.6824458241462708,-0.16063949465751648,0.5137369632720947,0.6862736344337463,-0.0782075971364975,0.551230788230896,0.6679385900497437,-0.037649255245923996,0.6049558520317078,0.6950201392173767,-0.24862951040267944,0.5140538215637207,0.7406224012374878,-0.19621539115905762,0.5422158241271973,0.7349447011947632,-0.14449428021907806,0.5748000144958496,0.716572642326355,-0.12162023782730103
Left,0.1267371028661728,0.5803775787353516,-0.00016667712770868093,0.2096419632434845,0.577792763710022,0.0645236149430275,0.27555596828460693,0.5370460152626038,0.05433176830410957,0.32511529326438904,0.5093684196472168,0.02054767496883869,0.3676055669784546,0.4750898778438568,-0.010320945642888546,0.27954643964767456,0.4043215215206146,0.03624483570456505,0.3568256199359894,0.3960079252719879,0.012766833417117596,0.40772464871406555,0.3853696286678314,-0.002269880147650838,0.4514256715774536,0.36839598417282104,-0.022156450897455215,0.25878164172172546,0.40429604053497314,-0.022120026871562004,0.35849523544311523,0.48187342286109924,-0.046979185193777084,0.4095218777656555,0.5294139981269836,-0.06075982749462128,0.4524342715740204,0.5603210926055908,-0.06755364686250687,0.24070397019386292,0.4306662976741791,-0.07871934771537781,0.31434014439582825,0.5380337834358215,-0.08208046853542328,0.2778320610523224,0.5683677792549133,-0.04736706241965294,0.2487834393978119,0.5634229183197021,-0.03143715113401413,0.22709867358207703,0.47387173771858215,-0.13561107218265533,0.281283438205719,0.5625472068786621,-0.11438466608524323,0.25133371353149414,0.5842034816741943,-0.08346553146839142,0.2228245735168457,0.5752901434898376,-0.0645596906542778
Right,0.8184881210327148,0.7404166460037231,-0.0002129540516762063,0.7284678220748901,0.6116237044334412,0.06700791418552399,0.6107703447341919,0.5510357618331909,0.01938842050731182,0.5087240934371948,0.5652215480804443,-0.03677063807845116,0.43877822160720825,0.5972287058830261,-0.08562665432691574,0.6138909459114075,0.49020832777023315,-0.15787068009376526,0.4627825915813446,0.4546677768230438,-0.2118130922317505,0.37500134110450745,0.4439288377761841,-0.22838163375854492,0.299154132604599,0.42680078744888306,-0.24352453649044037,0.6334419250488281,0.5902206897735596,-0.20692257583141327,0.44485896825790405,0.6267422437667847,-0.2609442174434662,0.3478579819202423,0.6591148972511292,-0.24998433887958527,0.27193984389305115,0.6800218820571899,-0.24961566925048828,0.6508253216743469,0.6978449821472168,-0.2390388697385788,0.48216840624809265,0.7368065118789673,-0.20722535252571106,0.5221925973892212,0.7345757484436035,-0.0882708951830864,0.5702288150787354,0.720811665058136,-0.022420208901166916,0.6639215350151062,0.8058316707611084,-0.27297845482826233,0.5254033207893372,0.8287241458892822,-0.2269136607646942,0.5422500967979431,0.8178219795227051,-0.15001626312732697,0.5779657363891602,0.8045181035995483,-0.10564611107110977
Left,0.2541358470916748,0.6199756264686584,-0.0001313077809754759,0.3107161819934845,0.6138495206832886,0.03510630875825882,0.3561798930168152,0.5870252847671509,0.01424055639654398,0.39183294773101807,0.5755487084388733,-0.02084437943994999,0.42358458042144775,0.5622924566268921,-0.055252544581890106,0.363303005695343,0.4919753074645996,-0.02330467477440834,0.4184380769729614,0.4663409888744354,-0.05378538370132446,0.4557701647281647,0.44310706853866577,-0.07514981925487518,0.4867384135723114,0.4162442684173584,-0.0917973741889,0.3479048013687134,0.5034192800521851,-0.06297251582145691,0.42210909724235535,0.5380359888076782,-0.08710622787475586,0.46862736344337463,0.5664183497428894,-0.08971286565065384,0.5049561262130737,0.5879818201065063,-0.09173913300037384,0.33347880840301514,0.5320591330528259,-0.10002285242080688,0.38829341530799866,0.5978242754936218,-0.10156063735485077,0.3677072525024414,0.6187006235122681,-0.06815128028392792,0.34843263030052185,0.6183580756187439,-0.05250980332493782,0.32223278284072876,0.5695215463638306,-0.13832086324691772,0.36736172437667847,0.626742959022522,-0.11995735764503479,0.3507317900657654,0.642108678817749,-0.09533238410949707,0.3292028605937958,0.6401127576828003,-0.08184149861335754
Right,0.7410106658935547,0.6475460529327393,-6.636817852267995e-05,0.6804875731468201,0.5770046710968018,0.04973826929926872,0.6091862916946411,0.5503875613212585,0.029060358181595802,0.5508677959442139,0.5653102993965149,0.00044736533891409636,0.5073811411857605,0.5888720750808716,-0.02718120813369751,0.5948728919029236,0.5017271041870117,-0.08325622975826263,0.5059822201728821,0.4848860800266266,-0.11110065877437592,0.4564838707447052,0.48199325799942017,-0.12183519452810287,0.4116863012313843,0.47582000494003296,-0.13259878754615784,0.6050201058387756,0.5487579107284546,-0.11231652647256851,0.5062387585639954,0.5938094258308411,-0.12439638376235962,0.45674940943717957,0.6215837597846985,-0.11401888728141785,0.42027905583381653,0.6392916440963745,-0.11441831290721893,0.6175857782363892,0.606307327747345,-0.132346510887146,0.5437660217285156,0.6590431332588196,-0.09579674154520035,0.5591254234313965,0.6644620895385742,-0.05081263929605484,0.5762500762939453,0.6557219624519348,-0.03620165213942528,0.6308429837226868,0.6628201007843018,-0.1513579785823822,0.5784555673599243,0.6952941417694092,-0.10617702454328537,0.591367244720459,0.6918808817863464,-0.07185817509889603,0.6088509559631348,0.6801826357841492,-0.05945897474884987
Left,0.09106092154979706,0.8217405080795288,-0.00016155977209564298,0.13345085084438324,0.7639254331588745,0.0344126857817173,0.19475843012332916,0.7360184192657471,0.018512865528464317,0.24543774127960205,0.7411196231842041,-0.007045496255159378,0.28490179777145386,0.7493575811386108,-0.033230315893888474,0.2032688409090042,0.6916519403457642,-0.03606428951025009,0.2680003046989441,0.6746613383293152,-0.05284208804368973,0.3079310357570648,0.6642492413520813,-0.0538838654756546,0.34223923087120056,0.6522102952003479,-0.054933588951826096,0.19567403197288513,0.7327887415885925,-0.06181221827864647,0.27109867334365845,0.7577552795410156,-0.0681714192032814,0.3142537474632263,0.7853655219078064,-0.06111234799027443,0.3499533534049988,0.807677686214447,-0.05891109257936478,0.1858847737312317,0.7789634466171265,-0.08177638053894043,0.24327997863292694,0.819870114326477,-0.058140531182289124,0.21367107331752777,0.8237245678901672,-0.017669040709733963,0.1906672567129135,0.8170824646949768,0.0006873204838484526,0.176566481590271,0.8250237703323364,-0.1031629890203476,0.22178539633750916,0.8538735508918762,-0.07410074770450592,0.19650812447071075,0.8531289100646973,-0.049444779753685,0.17446471750736237,0.8452486991882324,-0.036799803376197815
